地區,項目,欄位名稱,數值,資料時間日期,性別,年齡,國籍,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),國籍別_喪偶,52.8,2018-01-01T00:00:00,,,國籍別,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),國籍別_婚姻狀況別,34,2018-01-01T00:00:00,,,國籍別,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),國籍別_未婚,32.1,2018-01-01T00:00:00,,,國籍別,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),國籍別_離婚,44.2,2018-01-01T00:00:00,,,國籍別,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),國籍別_喪偶,58.4,2018-01-01T00:00:00,,,國籍別,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),國籍別_婚姻狀況別,31.4,2018-01-01T00:00:00,,,國籍別,婚姻狀況別
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),國籍別_未婚,29.9,2018-01-01T00:00:00,,,國籍別,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),國籍別_離婚,39.3,2018-01-01T00:00:00,,,國籍別,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡平均數(單位:歲),國籍別_喪偶,45.8,2018-01-01T00:00:00,,,國籍別,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_未滿15歲_大陸地區_未婚,0,2018-01-01T00:00:00,男,未滿15歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_未滿15歲_大陸地區_離婚,0,2018-01-01T00:00:00,男,未滿15歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_未滿15歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,未滿15歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_15~19歲_大陸地區_未婚,0,2018-01-01T00:00:00,男,15~19歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_15~19歲_大陸地區_離婚,0,2018-01-01T00:00:00,男,15~19歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_15~19歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,15~19歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_20~24歲_大陸地區_未婚,10,2018-01-01T00:00:00,男,20~24歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_20~24歲_大陸地區_離婚,0,2018-01-01T00:00:00,男,20~24歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_20~24歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,20~24歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_25~29歲_大陸地區_未婚,38,2018-01-01T00:00:00,男,25~29歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_25~29歲_大陸地區_離婚,0,2018-01-01T00:00:00,男,25~29歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_25~29歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,25~29歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_30~34歲_大陸地區_未婚,26,2018-01-01T00:00:00,男,30~34歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_30~34歲_大陸地區_離婚,1,2018-01-01T00:00:00,男,30~34歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_30~34歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,30~34歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_35~39歲_大陸地區_未婚,7,2018-01-01T00:00:00,男,35~39歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_35~39歲_大陸地區_離婚,3,2018-01-01T00:00:00,男,35~39歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_35~39歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,35~39歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_40~44歲_大陸地區_未婚,4,2018-01-01T00:00:00,男,40~44歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_40~44歲_大陸地區_離婚,1,2018-01-01T00:00:00,男,40~44歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_40~44歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,40~44歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_45~49歲_大陸地區_未婚,5,2018-01-01T00:00:00,男,45~49歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_45~49歲_大陸地區_離婚,3,2018-01-01T00:00:00,男,45~49歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_45~49歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,45~49歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_50~54歲_大陸地區_未婚,2,2018-01-01T00:00:00,男,50~54歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_50~54歲_大陸地區_離婚,0,2018-01-01T00:00:00,男,50~54歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_50~54歲_大陸地區_喪偶,1,2018-01-01T00:00:00,男,50~54歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_55~59歲_大陸地區_未婚,1,2018-01-01T00:00:00,男,55~59歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_55~59歲_大陸地區_離婚,1,2018-01-01T00:00:00,男,55~59歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_55~59歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,55~59歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_60~64歲_大陸地區_未婚,2,2018-01-01T00:00:00,男,60~64歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_60~64歲_大陸地區_離婚,1,2018-01-01T00:00:00,男,60~64歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_60~64歲_大陸地區_喪偶,0,2018-01-01T00:00:00,男,60~64歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_65歲以上_大陸地區_未婚,0,2018-01-01T00:00:00,男,65歲以上,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_65歲以上_大陸地區_離婚,0,2018-01-01T00:00:00,男,65歲以上,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),男_65歲以上_大陸地區_喪偶,0,2018-01-01T00:00:00,男,65歲以上,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),大陸地區_未婚,26.8,2018-01-01T00:00:00,,,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),大陸地區_離婚,37.5,2018-01-01T00:00:00,,,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第一四分位數Q1(單位:歲),大陸地區_喪偶,51.3,2018-01-01T00:00:00,,,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),大陸地區_未婚,29.9,2018-01-01T00:00:00,,,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),大陸地區_離婚,45,2018-01-01T00:00:00,,,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡中位數Q2(單位:歲),大陸地區_喪偶,52.5,2018-01-01T00:00:00,,,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),大陸地區_未婚,34.5,2018-01-01T00:00:00,,,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),大陸地區_離婚,49.2,2018-01-01T00:00:00,,,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡第三四分位數Q3(單位:歲),大陸地區_喪偶,53.8,2018-01-01T00:00:00,,,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),大陸地區_未婚,32.3,2018-01-01T00:00:00,,,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_未滿15歲_大陸地區_未婚,0,2018-01-01T00:00:00,女,未滿15歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),大陸地區_離婚,45,2018-01-01T00:00:00,,,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-男生結婚年齡平均數(單位:歲),大陸地區_喪偶,52.5,2018-01-01T00:00:00,,,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_未滿15歲_大陸地區_離婚,0,2018-01-01T00:00:00,女,未滿15歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_未滿15歲_大陸地區_喪偶,0,2018-01-01T00:00:00,女,未滿15歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_15~19歲_大陸地區_未婚,0,2018-01-01T00:00:00,女,15~19歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_15~19歲_大陸地區_離婚,0,2018-01-01T00:00:00,女,15~19歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_15~19歲_大陸地區_喪偶,0,2018-01-01T00:00:00,女,15~19歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_20~24歲_大陸地區_未婚,57,2018-01-01T00:00:00,女,20~24歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_20~24歲_大陸地區_離婚,0,2018-01-01T00:00:00,女,20~24歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_20~24歲_大陸地區_喪偶,0,2018-01-01T00:00:00,女,20~24歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_25~29歲_大陸地區_未婚,174,2018-01-01T00:00:00,女,25~29歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_25~29歲_大陸地區_離婚,11,2018-01-01T00:00:00,女,25~29歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_25~29歲_大陸地區_喪偶,0,2018-01-01T00:00:00,女,25~29歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_30~34歲_大陸地區_未婚,148,2018-01-01T00:00:00,女,30~34歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_30~34歲_大陸地區_離婚,33,2018-01-01T00:00:00,女,30~34歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_30~34歲_大陸地區_喪偶,0,2018-01-01T00:00:00,女,30~34歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_35~39歲_大陸地區_未婚,68,2018-01-01T00:00:00,女,35~39歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_35~39歲_大陸地區_離婚,35,2018-01-01T00:00:00,女,35~39歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_35~39歲_大陸地區_喪偶,2,2018-01-01T00:00:00,女,35~39歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_40~44歲_大陸地區_未婚,42,2018-01-01T00:00:00,女,40~44歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_40~44歲_大陸地區_離婚,26,2018-01-01T00:00:00,女,40~44歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_40~44歲_大陸地區_喪偶,1,2018-01-01T00:00:00,女,40~44歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_45~49歲_大陸地區_未婚,19,2018-01-01T00:00:00,女,45~49歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_45~49歲_大陸地區_離婚,21,2018-01-01T00:00:00,女,45~49歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_45~49歲_大陸地區_喪偶,3,2018-01-01T00:00:00,女,45~49歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_50~54歲_大陸地區_未婚,13,2018-01-01T00:00:00,女,50~54歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_50~54歲_大陸地區_離婚,14,2018-01-01T00:00:00,女,50~54歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_50~54歲_大陸地區_喪偶,2,2018-01-01T00:00:00,女,50~54歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_55~59歲_大陸地區_未婚,1,2018-01-01T00:00:00,女,55~59歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_55~59歲_大陸地區_離婚,4,2018-01-01T00:00:00,女,55~59歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_55~59歲_大陸地區_喪偶,1,2018-01-01T00:00:00,女,55~59歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_60~64歲_大陸地區_未婚,2,2018-01-01T00:00:00,女,60~64歲,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_60~64歲_大陸地區_離婚,1,2018-01-01T00:00:00,女,60~64歲,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_60~64歲_大陸地區_喪偶,1,2018-01-01T00:00:00,女,60~64歲,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_65歲以上_大陸地區_未婚,2,2018-01-01T00:00:00,女,65歲以上,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_65歲以上_大陸地區_離婚,0,2018-01-01T00:00:00,女,65歲以上,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-結婚人數(單位:人),女_65歲以上_大陸地區_喪偶,0,2018-01-01T00:00:00,女,65歲以上,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),大陸地區_未婚,27.1,2018-01-01T00:00:00,,,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),大陸地區_離婚,33.8,2018-01-01T00:00:00,,,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第一四分位數Q1(單位:歲),大陸地區_喪偶,42.5,2018-01-01T00:00:00,,,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),大陸地區_未婚,31.1,2018-01-01T00:00:00,,,大陸地區,未婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),大陸地區_離婚,39.1,2018-01-01T00:00:00,,,大陸地區,離婚
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡中位數Q2(單位:歲),大陸地區_喪偶,48.3,2018-01-01T00:00:00,,,大陸地區,喪偶
臺中市,結婚人數按性別、年齡、原屬國籍(地區)及婚前婚姻狀況分(按發生日期)-女生結婚年齡第三四分位數Q3(單位:歲),大陸地區_未婚,36.1,2018-01-01T00:00:00,,,大陸地區,未婚
